achDebitTransId,achWithdrawalAmount,epsAcctNum,epsTranId,tranAmt,tranDate,tranType,efn,pic,postage,crid,masterMid,permitNumber,permitType,permitFinanceNumber,assessmentType,assessmentDetails,custRefNum1,custRefNum2,mailClass,disputeId
,29146.54,1000273037,1197870211,17.74,2026-07-28 11:11:18,PURCHASE,92750903791782000001571988,9234690379178202648523,8.87,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197870211,17.74,2026-07-28 11:11:18,PURCHASE,92750903791782000001571988,9234690379178202648530,8.87,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197870273,15.21,2026-07-28 11:11:18,PURCHASE,92750903791782000001571308,9200190379178203914441,5.07,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197870273,15.21,2026-07-28 11:11:18,PURCHASE,92750903791782000001571308,9200190379178203911518,5.07,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197870273,15.21,2026-07-28 11:11:18,PURCHASE,92750903791782000001571308,9200190379178203915929,5.07,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197870716,10.45,2026-07-28 11:11:22,PURCHASE,92750903791782000001569732,9200190379178203910801,4.89,49993142,903791782,,,,MANIFEST AGGREGATED,,,74938292,FC,
,29146.54,1000273037,1197870716,10.45,2026-07-28 11:11:22,PURCHASE,92750903791782000001569732,9200190379178203909256,5.56,49993142,903791782,,,,MANIFEST AGGREGATED,,,74896601,FC,
,29146.54,1000273037,1197870972,13.85,2026-07-28 11:11:24,PURCHASE,92750903791782000001571292,9200190379178203915936,4.92,49993142,903791782,,,,MANIFEST AGGREGATED,,4472653,,FC,
,29146.54,1000273037,1197870972,13.85,2026-07-28 11:11:24,PURCHASE,92750903791782000001571292,9200190379178203911501,4.32,49993142,903791782,,,,MANIFEST AGGREGATED,,4473327,USWEB390090,FC,
,29146.54,1000273037,1197870972,13.85,2026-07-28 11:11:24,PURCHASE,92750903791782000001571292,9200190379178203911488,4.61,49993142,903791782,,,,MANIFEST AGGREGATED,,4472565,,FC,
,29146.54,1000273037,1197872181,26.43,2026-07-28 11:11:34,PURCHASE,92750903791782000001572831,9236290379178200075048,8.22,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197872181,26.43,2026-07-28 11:11:34,PURCHASE,92750903791782000001572831,9236290379178200075062,8.22,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197872181,26.43,2026-07-28 11:11:34,PURCHASE,92750903791782000001572831,9236290379178200075055,9.99,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197873079,4.42,2026-07-28 11:11:40,PURCHASE,92750903791782000001571995,9200190379178203914724,4.42,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197874205,4.42,2026-07-28 11:11:49,PURCHASE,92750903791782000001571964,9218490379178200042611,4.42,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197874476,8.64,2026-07-28 11:11:51,PURCHASE,92750903791782000001571612,9200190379178203911792,4.32,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197874476,8.64,2026-07-28 11:11:51,PURCHASE,92750903791782000001571612,9200190379178203911952,4.32,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197876201,4.74,2026-07-28 11:12:06,PURCHASE,92750903791782000001571940,9200190379178203912317,4.74,49993142,903791782,,,,MANIFEST AGGREGATED,,4473510,USWEB390139,FC,
,29146.54,1000273037,1197876860,10.28,2026-07-28 11:12:12,PURCHASE,92750903791782000001571896,9234690379178202647830,10.28,49993142,903791782,,,,MANIFEST AGGREGATED,,L15690,3357251,FC,
,29146.54,1000273037,1197877249,7.07,2026-07-28 11:12:15,PURCHASE,92750903791782000001572398,9234690379178202648578,7.07,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197877392,4.28,2026-07-28 11:12:16,PURCHASE,92750903791782000001572350,9200190379178203914878,4.28,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
13100147,8054.92,1000245755,1197878041,9.63,2026-07-28 11:12:21,PURCHASE,92750903791782000001571445,9234690384491000273042,9.63,49993142,903791782,,,,MANIFEST AGGREGATED,,CE1047937US,860465557,FC,
,29146.54,1000273037,1197880131,6.61,2026-07-28 11:12:38,PURCHASE,92750903791782000001571544,9234690379178202647717,6.61,49993142,903791782,,,,MANIFEST AGGREGATED,,4472575,,FC,
,29146.54,1000273037,1197882150,5.84,2026-07-28 11:12:55,PURCHASE,92750903791782000001572381,9200190379178203914809,5.84,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197882876,4.92,2026-07-28 11:13:01,PURCHASE,92750903791782000001571452,9200190379178203911723,4.92,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197883940,12.02,2026-07-28 11:13:10,PURCHASE,92750903791782000001568667,9234690379178202645386,6.01,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197883940,12.02,2026-07-28 11:13:10,PURCHASE,92750903791782000001568667,9234690379178202645362,6.01,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197884149,9.12,2026-07-28 11:13:12,PURCHASE,92750903791782000001568674,9200190379178203913796,4.7,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197884149,9.12,2026-07-28 11:13:12,PURCHASE,92750903791782000001568674,9200190379178203913789,4.42,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197888235,13.65,2026-07-28 11:13:50,PURCHASE,92750903791782000001568612,9200190379178203917206,4.45,49993142,903791782,,,,MANIFEST AGGREGATED,,4474152,USWEB390179,FC,
,29146.54,1000273037,1197888235,13.65,2026-07-28 11:13:50,PURCHASE,92750903791782000001568612,9200190379178203917176,4.92,49993142,903791782,,,,MANIFEST AGGREGATED,,4472794,,FC,
,29146.54,1000273037,1197888235,13.65,2026-07-28 11:13:50,PURCHASE,92750903791782000001568612,9200190379178203917183,4.28,49993142,903791782,,,,MANIFEST AGGREGATED,,4472973,,FC,
,29146.54,1000273037,1197888519,26.44,2026-07-28 11:13:52,PURCHASE,92750903791782000001567967,9200190379178203909614,5.07,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197888519,26.44,2026-07-28 11:13:52,PURCHASE,92750903791782000001567967,9200190379178203909584,5.07,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197888519,26.44,2026-07-28 11:13:52,PURCHASE,92750903791782000001567967,9200190379178203909577,5.84,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197888519,26.44,2026-07-28 11:13:52,PURCHASE,92750903791782000001567967,9200190379178203909607,5.39,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197888519,26.44,2026-07-28 11:13:52,PURCHASE,92750903791782000001567967,9200190379178203909638,5.07,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197888684,17.85,2026-07-28 11:13:54,PURCHASE,92750903791782000001571766,9236290379178200074430,9.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197888684,17.85,2026-07-28 11:13:54,PURCHASE,92750903791782000001571766,9236290379178200074447,8.22,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197891089,12.9,2026-07-28 11:14:15,PURCHASE,92750903791782000001571872,9234690379178202647823,6.45,49993142,903791782,,,,MANIFEST AGGREGATED,,,LCZ05358,FC,
,29146.54,1000273037,1197891089,12.9,2026-07-28 11:14:15,PURCHASE,92750903791782000001571872,9234690379178202647816,6.45,49993142,903791782,,,,MANIFEST AGGREGATED,,,LCZ05358,FC,
,29146.54,1000273037,1197892993,7.07,2026-07-28 11:14:31,PURCHASE,92750903791782000001572138,9234690379178202647908,7.07,49993142,903791782,,,,MANIFEST AGGREGATED,,,25706,FC,
,29146.54,1000273037,1197893438,45,2026-07-28 11:14:35,PURCHASE,92750903791782000001571506,9200190379178203911587,5.07,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197893438,45,2026-07-28 11:14:35,PURCHASE,92750903791782000001571506,9200190379178203911662,5.56,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197893438,45,2026-07-28 11:14:35,PURCHASE,92750903791782000001571506,9200190379178203911761,4.89,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197893438,45,2026-07-28 11:14:35,PURCHASE,92750903791782000001571506,9200190379178203911563,5.07,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197893438,45,2026-07-28 11:14:35,PURCHASE,92750903791782000001571506,9200190379178203911709,4.28,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197893438,45,2026-07-28 11:14:35,PURCHASE,92750903791782000001571506,9200190379178203911686,4.75,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197893438,45,2026-07-28 11:14:35,PURCHASE,92750903791782000001571506,9200190379178203911730,4.75,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197893438,45,2026-07-28 11:14:35,PURCHASE,92750903791782000001571506,9200190379178203911716,5.56,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197893438,45,2026-07-28 11:14:35,PURCHASE,92750903791782000001571506,9200190379178203911532,5.07,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197893806,4.45,2026-07-28 11:14:38,PURCHASE,92750903791782000001569831,9200190379178203910832,4.45,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197893980,4.92,2026-07-28 11:14:39,PURCHASE,92750903791782000001568483,9200190379178203917145,4.92,49993142,903791782,,,,MANIFEST AGGREGATED,,4472475,,FC,
,29146.54,1000273037,1197894116,45.33,2026-07-28 11:14:41,PURCHASE,92750903791782000001571315,9236290379178200074409,8.22,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197894116,45.33,2026-07-28 11:14:41,PURCHASE,92750903791782000001571315,9236290379178200074393,9.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197894116,45.33,2026-07-28 11:14:41,PURCHASE,92750903791782000001571315,9236290379178200073303,9.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197894116,45.33,2026-07-28 11:14:41,PURCHASE,92750903791782000001571315,9236290379178200074317,8.22,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197894116,45.33,2026-07-28 11:14:41,PURCHASE,92750903791782000001571315,9236290379178200074416,9.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197895378,31.59,2026-07-28 11:14:52,PURCHASE,92750903791782000001572527,9236290379178200074645,10.8,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197895378,31.59,2026-07-28 11:14:52,PURCHASE,92750903791782000001572527,9236290379178200074683,9.99,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197895378,31.59,2026-07-28 11:14:52,PURCHASE,92750903791782000001572527,9236290379178200074676,10.8,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197896894,7.07,2026-07-28 11:15:03,PURCHASE,92750903791782000001572572,9234690379178202649094,7.07,49993142,903791782,,,,MANIFEST AGGREGATED,,4472691,,FC,
,29146.54,1000273037,1197903939,13.32,2026-07-28 11:15:58,PURCHASE,92750903791782000001569619,9234690379178202645966,6.66,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197903939,13.32,2026-07-28 11:15:58,PURCHASE,92750903791782000001569619,9234690379178202645973,6.66,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197904420,4.89,2026-07-28 11:16:02,PURCHASE,92750903791782000001572503,9200190379178203916063,4.89,49993142,903791782,,,,MANIFEST AGGREGATED,,4472680,,FC,
,29146.54,1000273037,1197904728,4.92,2026-07-28 11:16:05,PURCHASE,92750903791782000001572794,9200190379178203916322,4.92,49993142,903791782,,,,MANIFEST AGGREGATED,,4472861,,FC,
,29146.54,1000273037,1197906350,19.14,2026-07-28 11:16:18,PURCHASE,92750903791782000001568438,9200190379178203915554,4.74,49993142,903791782,,,,MANIFEST AGGREGATED,,4472672,,FC,
,29146.54,1000273037,1197906350,19.14,2026-07-28 11:16:18,PURCHASE,92750903791782000001568438,9200190379178203913758,4.74,49993142,903791782,,,,MANIFEST AGGREGATED,,4472657,,FC,
,29146.54,1000273037,1197906350,19.14,2026-07-28 11:16:18,PURCHASE,92750903791782000001568438,9200190379178203915547,4.92,49993142,903791782,,,,MANIFEST AGGREGATED,,4472872,,FC,
,29146.54,1000273037,1197906350,19.14,2026-07-28 11:16:18,PURCHASE,92750903791782000001568438,9200190379178203909713,4.74,49993142,903791782,,,,MANIFEST AGGREGATED,,4473263,USWEB390072,FC,
,29146.54,1000273037,1197907714,9.17,2026-07-28 11:16:29,PURCHASE,92750903791782000001568247,9200190379178203909249,4.25,49993142,903791782,,,,MANIFEST AGGREGATED,,4473019,USWEB390003,FC,
,29146.54,1000273037,1197907714,9.17,2026-07-28 11:16:29,PURCHASE,92750903791782000001568247,9200190379178203915509,4.92,49993142,903791782,,,,MANIFEST AGGREGATED,,4472862,,FC,
,29146.54,1000273037,1197907792,6.97,2026-07-28 11:16:30,PURCHASE,92750903791782000001572060,9234690379178202648981,6.97,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197908594,12.87,2026-07-28 11:16:37,PURCHASE,92750903791782000001570554,9234690379178202647489,12.87,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197908779,15.08,2026-07-28 11:16:39,PURCHASE,92750903791782000001569169,9234690379178202646550,7.54,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197908779,15.08,2026-07-28 11:16:39,PURCHASE,92750903791782000001569169,9234690379178202646543,7.54,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197909237,16.68,2026-07-28 11:16:43,PURCHASE,92750903791782000001571919,9234690379178202647847,6.4,49993142,903791782,,,,MANIFEST AGGREGATED,,57654,,FC,
,29146.54,1000273037,1197909237,16.68,2026-07-28 11:16:43,PURCHASE,92750903791782000001571919,9200190379178203912287,5.39,49993142,903791782,,,,MANIFEST AGGREGATED,,57653,,FC,
,29146.54,1000273037,1197909237,16.68,2026-07-28 11:16:43,PURCHASE,92750903791782000001571919,9200190379178203912270,4.89,49993142,903791782,,,,MANIFEST AGGREGATED,,57652,,FC,
,29146.54,1000273037,1197910762,4.28,2026-07-28 11:16:56,PURCHASE,92750903791782000001571346,9200190379178203914496,4.28,49993142,903791782,,,,MANIFEST AGGREGATED,,4472785,USWEB389937,FC,
,29146.54,1000273037,1197911841,8.36,2026-07-28 11:17:04,PURCHASE,92750903791782000001571810,9205590379178200612831,8.36,49993142,903791782,,,,MANIFEST AGGREGATED,,,,PM,
,29146.54,1000273037,1197911865,9.71,2026-07-28 11:17:04,PURCHASE,92750903791782000001571810,9234690379178202647809,9.71,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197912994,6.36,2026-07-28 11:17:12,PURCHASE,92750903791782000001569848,9234690379178202647281,6.36,49993142,903791782,,,,MANIFEST AGGREGATED,,4473181,,FC,
,29146.54,1000273037,1197912882,17.44,2026-07-28 11:17:12,PURCHASE,92750903791782000001571933,9200190379178203914700,4.42,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197912882,17.44,2026-07-28 11:17:12,PURCHASE,92750903791782000001571933,9200190379178203914694,7.18,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197912882,17.44,2026-07-28 11:17:12,PURCHASE,92750903791782000001571933,9200190379178203914717,5.84,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197913261,13.81,2026-07-28 11:17:14,PURCHASE,92750903791782000001570714,9234690379178202646697,13.81,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197914286,4.45,2026-07-28 11:17:22,PURCHASE,92750903791782000001572046,9200190379178203912331,4.45,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197915740,22.79,2026-07-28 11:17:33,PURCHASE,92750903791782000001572053,9200190379178203912393,6.21,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197915740,22.79,2026-07-28 11:17:33,PURCHASE,92750903791782000001572053,9200190379178203912409,5.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197915740,22.79,2026-07-28 11:17:33,PURCHASE,92750903791782000001572053,9200190379178203912430,4.74,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197915740,22.79,2026-07-28 11:17:33,PURCHASE,92750903791782000001572053,9200190379178203912423,6.21,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197916880,9.14,2026-07-28 11:17:41,PURCHASE,92750903791782000001569039,9200190379178203909799,4.89,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197916880,9.14,2026-07-28 11:17:41,PURCHASE,92750903791782000001569039,9200190379178203913888,4.25,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197916878,12.85,2026-07-28 11:17:41,PURCHASE,92750903791782000001570707,9200190379178203914267,4.45,49993142,903791782,,,,MANIFEST AGGREGATED,,331589,,FC,
,29146.54,1000273037,1197916878,12.85,2026-07-28 11:17:41,PURCHASE,92750903791782000001570707,9200190379178203914281,8.4,49993142,903791782,,,,MANIFEST AGGREGATED,,331582,,FC,
,29146.54,1000273037,1197918253,57.66,2026-07-28 11:17:52,PURCHASE,92750903791782000001567684,9236290379178200073983,8.22,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197918253,57.66,2026-07-28 11:17:52,PURCHASE,92750903791782000001567684,9236290379178200073990,10.8,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197918253,57.66,2026-07-28 11:17:52,PURCHASE,92750903791782000001567684,9236290379178200073136,8.22,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197918253,57.66,2026-07-28 11:17:52,PURCHASE,92750903791782000001567684,9236290379178200075536,9.99,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197918253,57.66,2026-07-28 11:17:52,PURCHASE,92750903791782000001567684,9236290379178200075567,10.8,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197918253,57.66,2026-07-28 11:17:52,PURCHASE,92750903791782000001567684,9236290379178200072429,9.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197919091,24.66,2026-07-28 11:17:58,PURCHASE,92750903791782000001571261,9236290379178200074362,8.22,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197919091,24.66,2026-07-28 11:17:58,PURCHASE,92750903791782000001571261,9236290379178200074379,8.22,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197919091,24.66,2026-07-28 11:17:58,PURCHASE,92750903791782000001571261,9236290379178200074386,8.22,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197919521,6.61,2026-07-28 11:18:01,PURCHASE,92750903791782000001569244,9234690379178202648271,6.61,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197919571,4.7,2026-07-28 11:18:02,PURCHASE,92750903791782000001571476,9200190379178203911754,4.7,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197919592,5.84,2026-07-28 11:18:02,PURCHASE,92750903791782000001569305,9200190379178203909874,5.84,49993142,903791782,,,,MANIFEST AGGREGATED,,20277,482092,FC,
,29146.54,1000273037,1197919911,19.65,2026-07-28 11:18:05,PURCHASE,92750903791782000001571483,9234690379178202648967,7.39,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197919911,19.65,2026-07-28 11:18:05,PURCHASE,92750903791782000001571483,9234690379178202647687,12.26,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197919936,16.31,2026-07-28 11:18:05,PURCHASE,92750903791782000001571483,9205590379178200612824,16.31,49993142,903791782,,,,MANIFEST AGGREGATED,,,,PM,
,29146.54,1000273037,1197920070,9.49,2026-07-28 11:18:06,PURCHASE,92750903791782000001572169,9200190379178203912522,4.74,49993142,903791782,,,,MANIFEST AGGREGATED,,4473485,USWEB390130,FC,
,29146.54,1000273037,1197920070,9.49,2026-07-28 11:18:06,PURCHASE,92750903791782000001572169,9200190379178203912485,4.75,49993142,903791782,,,,MANIFEST AGGREGATED,,4473525,USWEB390141,FC,
,29146.54,1000273037,1197920148,47.85,2026-07-28 11:18:07,PURCHASE,92750903791782000001571858,9234690379178202647779,9.57,49993142,903791782,,,,MANIFEST AGGREGATED,,,74958756,FC,
,29146.54,1000273037,1197920148,47.85,2026-07-28 11:18:07,PURCHASE,92750903791782000001571858,9234690379178202647762,9.57,49993142,903791782,,,,MANIFEST AGGREGATED,,,74958756,FC,
,29146.54,1000273037,1197920148,47.85,2026-07-28 11:18:07,PURCHASE,92750903791782000001571858,9234690379178202647793,9.57,49993142,903791782,,,,MANIFEST AGGREGATED,,,74958756,FC,
,29146.54,1000273037,1197920148,47.85,2026-07-28 11:18:07,PURCHASE,92750903791782000001571858,9234690379178202647755,9.57,49993142,903791782,,,,MANIFEST AGGREGATED,,,74958756,FC,
,29146.54,1000273037,1197920148,47.85,2026-07-28 11:18:07,PURCHASE,92750903791782000001571858,9234690379178202647786,9.57,49993142,903791782,,,,MANIFEST AGGREGATED,,,74958756,FC,
,29146.54,1000273037,1197920645,8.12,2026-07-28 11:18:10,PURCHASE,92750903791782000001571070,9234690379178202647649,8.12,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197922869,5.07,2026-07-28 11:18:28,PURCHASE,92750903791782000001571926,9200190379178203912300,5.07,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197922930,40.05,2026-07-28 11:18:29,PURCHASE,92750903791782000001569800,9236290379178200072900,9.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197922930,40.05,2026-07-28 11:18:29,PURCHASE,92750903791782000001569800,9236290379178200072894,10.8,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197922930,40.05,2026-07-28 11:18:29,PURCHASE,92750903791782000001569800,9236290379178200074126,9.99,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197922930,40.05,2026-07-28 11:18:29,PURCHASE,92750903791782000001569800,9236290379178200072573,9.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197924976,8.92,2026-07-28 11:18:43,PURCHASE,92750903791782000001568056,9200190379178203910726,8.92,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197926081,6.64,2026-07-28 11:18:51,PURCHASE,92750903791782000001572015,9200190379178203912362,6.64,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197926334,4.61,2026-07-28 11:18:53,PURCHASE,92750903791782000001571889,9200190379178203912225,4.61,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197927222,32.96,2026-07-28 11:18:59,PURCHASE,92750903791782000001568957,9200190379178203917275,4.92,49993142,903791782,,,,MANIFEST AGGREGATED,,4472962,,FC,
,29146.54,1000273037,1197927222,32.96,2026-07-28 11:18:59,PURCHASE,92750903791782000001568957,9200190379178203908525,4.05,49993142,903791782,,,,MANIFEST AGGREGATED,,4472827,USWEB389946,FC,
,29146.54,1000273037,1197927222,32.96,2026-07-28 11:18:59,PURCHASE,92750903791782000001568957,9200190379178203917305,4.28,49993142,903791782,,,,MANIFEST AGGREGATED,,4472986,,FC,
,29146.54,1000273037,1197927222,32.96,2026-07-28 11:18:59,PURCHASE,92750903791782000001568957,9200190379178203917329,4.92,49993142,903791782,,,,MANIFEST AGGREGATED,,4472966,,FC,
,29146.54,1000273037,1197927222,32.96,2026-07-28 11:18:59,PURCHASE,92750903791782000001568957,9200190379178203917312,4.42,49993142,903791782,,,,MANIFEST AGGREGATED,,4472816,,FC,
,29146.54,1000273037,1197927222,32.96,2026-07-28 11:18:59,PURCHASE,92750903791782000001568957,9200190379178203908518,4.74,49993142,903791782,,,,MANIFEST AGGREGATED,,4472638,USWEB389914,FC,
,29146.54,1000273037,1197927222,32.96,2026-07-28 11:18:59,PURCHASE,92750903791782000001568957,9200190379178203917299,5.63,49993142,903791782,,,,MANIFEST AGGREGATED,,4474251,USWEB390187,FC,
,29146.54,1000273037,1197929258,8.22,2026-07-28 11:19:14,PURCHASE,92750903791782000001568711,9236290379178200072771,8.22,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197931674,24.84,2026-07-28 11:19:32,PURCHASE,92750903791782000001569060,9234690379178202645775,7.2,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197931674,24.84,2026-07-28 11:19:32,PURCHASE,92750903791782000001569060,9234690379178202646512,6.66,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197931674,24.84,2026-07-28 11:19:32,PURCHASE,92750903791782000001569060,9200190379178203908549,4.32,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197931674,24.84,2026-07-28 11:19:32,PURCHASE,92750903791782000001569060,9234690379178202646505,6.66,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197934112,6.84,2026-07-28 11:19:50,PURCHASE,92750903791782000001569053,9200190379178203913901,6.84,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197934806,156.6,2026-07-28 11:19:54,PURCHASE,92750903791782000001568629,9234690379178202645355,12.87,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197934806,156.6,2026-07-28 11:19:54,PURCHASE,92750903791782000001568629,9234690379178202645423,12.87,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,29146.54,1000273037,1197934806,156.6,2026-07-28 11:19:54,PURCHASE,92750903791782000001568629,9234690379178202645416,9.99,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
