Document Number,Invoice Number,Invoice Time,GUID,Merchant Reference Number,Tracking Number,Parent Merchant ID,Merchant ID,Merchant Name,Currency,Base Fee,Discount Fee,Discount Percentage,Billed Fee,Signature Fee,Pickup Fee,Over Dimension Fee,Over Max Size Fee,Over-weight Fee,Fuel Surcharge,Peak Season Surcharge,Delivery Area Surcharge,Delivery Area Surcharge Extend,Truck Fee,Relabel Fee,Miscellaneous Fee,Credit,Approved Claim,Credit Card Surcharge,Total Billed Amount,Induction Facility,Induction Facility ZipCode,Consignee Address,Destination Facility,Destination ZipCode,Channel Code,Zone,Manifest Billing,Billable Weight,Billable Weight UOM,Scaled Weight,Scaled Weight UOM,Manifested Weight(lb/oz),Manifested Weight UOM(lb/oz),Manifested Weight,Manifested Weight UOM,IS Rated As DIM Weight,DIM Factor,Dim Weight(lbs),Dim Weight UOM(lbs),Dim Weight,Dim Weight UOM,Package Length,Package Width,Package Height,Package DIM UOM,Shipping Order Created Time,Induction Time,Billable Time,GUID Created Time,Shipped Time,Delivered Time,Service Type
3764,6603764250922988,2025-09-22 16:07:21,89035738,,UUS5996600816900156,660,3050,Falcon Fulfillment,USD,3.33,0,,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,ORD,60634,,DEN,80007,,5,,5.0000,OZS,4.8000,OZS,4.8000,OZS,4.8000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:14:11,2025-09-13 23:28:54,2025-09-22 17:15:22,2025-09-13 23:28:54,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035739,,UUS5996609816183876,660,3050,Falcon Fulfillment,USD,3.66,0,,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,ORD,60634,,LAX,91605,,7,,9.0000,OZS,8.8000,OZS,8.8000,OZS,8.8000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:12:17,2025-09-13 07:48:53,2025-09-22 17:15:22,2025-09-13 07:48:53,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035740,,UUS5996609816636716,660,3050,Falcon Fulfillment,USD,3.8,0,,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,ORD,60634,,SEA,98102,,7,,12.0000,OZS,11.2000,OZS,11.2000,OZS,11.2000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 20:56:17,2025-09-13 20:58:37,2025-09-22 17:15:22,2025-09-13 20:58:37,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035741,,UUS5996603816264644,660,3050,Falcon Fulfillment,USD,3.44,0,,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,ORD,60634,,SEA,98513,,7,,5.0000,OZS,4.8000,OZS,4.8000,OZS,4.8000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:13:48,2025-09-13 21:41:56,2025-09-22 17:15:22,2025-09-13 21:41:56,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035742,,UUS5996603816581060,660,3050,Falcon Fulfillment,USD,3.58,0,,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,ORD,60634,,IAH,77386,,5,,11.0000,OZS,10.4000,OZS,10.4000,OZS,10.4000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:06:02,2025-09-13 04:42:31,2025-09-22 17:15:22,2025-09-13 04:42:31,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035743,,UUS5996605816260556,660,3050,Falcon Fulfillment,USD,3.53,0,,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,ORD,60634,,SLC,84043,,6,,8.0000,OZS,7.2000,OZS,7.2000,OZS,7.2000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:03:28,2025-09-13 18:03:34,2025-09-22 17:15:22,2025-09-13 18:03:34,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035744,,UUS5996609816594663,660,3050,Falcon Fulfillment,USD,3.61,0,,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,ORD,60634,,RDU,27526,,5,,12.0000,OZS,11.2000,OZS,11.2000,OZS,11.2000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:10:10,2025-09-13 10:47:51,2025-09-22 17:15:22,2025-09-13 10:47:51,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035745,,UUS5996602816895657,660,3050,Falcon Fulfillment,USD,3.44,0,,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,ORD,60634,,LAS,89103,,7,,5.0000,OZS,4.8000,OZS,4.8000,OZS,4.8000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 20:58:06,2025-09-13 06:52:54,2025-09-22 17:15:22,2025-09-13 06:52:54,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035746,,UUS5996607816864454,660,3050,Falcon Fulfillment,USD,3.53,0,,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,ORD,60634,,PHX,85251,,6,,8.0000,OZS,7.2000,OZS,7.2000,OZS,7.2000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:14:48,2025-09-13 07:30:44,2025-09-22 17:15:22,2025-09-13 07:30:44,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035747,,UUS5996607816186956,660,3050,Falcon Fulfillment,USD,3.8,0,,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,ORD,60634,,LAX,92211,,7,,12.0000,OZS,11.2000,OZS,11.2000,OZS,11.2000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:05:12,2025-09-13 06:29:06,2025-09-22 17:15:22,2025-09-13 06:29:06,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035748,,UUS59A6604821504160,660,3050,Falcon Fulfillment,USD,3.2,0,,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,ORD,60634,,ORD,60523,,1,,11.0000,OZS,10.4000,OZS,10.4000,OZS,10.4000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-11 00:22:07,2025-09-13 06:25:07,2025-09-22 17:15:22,2025-09-13 06:25:07,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035749,,UUS5996609816625019,660,3050,Falcon Fulfillment,USD,3.61,0,,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,ORD,60634,,DEN,80021,,5,,12.0000,OZS,12.0000,OZS,12.0000,OZS,12.0000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 20:59:35,2025-09-13 23:35:46,2025-09-22 17:15:22,2025-09-13 23:35:46,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035750,,UUS5996605816798161,660,3050,Falcon Fulfillment,USD,3.58,0,,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,ORD,60634,,SLC,84065,,6,,9.0000,OZS,8.8000,OZS,8.8000,OZS,8.8000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:05:32,2025-09-13 19:16:53,2025-09-22 17:15:22,2025-09-13 19:16:53,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035751,,UUS5996601816912790,660,3050,Falcon Fulfillment,USD,3.42,0,,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,ORD,60634,,DEN,80031,,5,,7.0000,OZS,6.4000,OZS,6.4000,OZS,6.4000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:11:27,2025-09-13 23:29:21,2025-09-22 17:15:22,2025-09-13 23:29:21,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035752,,UUS5996601816262232,660,3050,Falcon Fulfillment,USD,3.45,0,,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,ORD,60634,,RDU,27616,,5,,8.0000,OZS,7.2000,OZS,7.2000,OZS,7.2000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:09:50,2025-09-13 11:37:02,2025-09-22 17:15:22,2025-09-13 11:37:02,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035753,,UUS5996604816836645,660,3050,Falcon Fulfillment,USD,3.52,0,,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,ORD,60634,,LAX,92656,,7,,6.0000,OZS,5.6000,OZS,5.6000,OZS,5.6000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:13:54,2025-09-13 06:35:19,2025-09-22 17:15:22,2025-09-13 06:35:19,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035754,,UUS5996607816197432,660,3050,Falcon Fulfillment,USD,3.91,0,,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91,ORD,60634,,LAX,90006,,7,,13.0000,OZS,12.8000,OZS,12.8000,OZS,12.8000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:01:10,2025-09-13 08:00:14,2025-09-22 17:15:22,2025-09-13 08:00:14,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035755,,UUS5996601816570548,660,3050,Falcon Fulfillment,USD,3.61,0,,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,ORD,60634,,DEN,80123,,5,,12.0000,OZS,11.2000,OZS,11.2000,OZS,11.2000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:07:41,2025-09-13 23:25:10,2025-09-22 17:15:22,2025-09-13 23:25:10,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035756,,UUS5996603816872504,660,3050,Falcon Fulfillment,USD,3.33,0,,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,ORD,60634,,CLT,29708,,5,,5.0000,OZS,4.8000,OZS,4.8000,OZS,4.8000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:10:36,2025-09-13 15:00:11,2025-09-22 17:15:22,2025-09-13 15:00:11,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035757,,UUS5996609816638531,660,3050,Falcon Fulfillment,USD,3.8,0,,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,ORD,60634,,LAX,93420,,7,,12.0000,OZS,11.2000,OZS,11.2000,OZS,11.2000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:14:40,2025-09-13 10:49:04,2025-09-22 17:15:22,2025-09-13 10:49:04,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035758,,UUS5996604816756898,660,3050,Falcon Fulfillment,USD,3.94,0,,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,ORD,60634,,RIC,23435,,5,,15.9900,OZS,15.2000,OZS,15.2000,OZS,15.2000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:04:25,2025-09-13 21:11:14,2025-09-22 17:15:22,2025-09-13 21:11:14,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035759,,UUS5996607816256609,660,3050,Falcon Fulfillment,USD,3.44,0,,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,ORD,60634,,PHX,85308,,7,,5.0000,OZS,4.8000,OZS,4.8000,OZS,4.8000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:09:09,2025-09-13 07:29:10,2025-09-22 17:15:22,2025-09-13 07:29:10,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035760,,UUS5996603816628066,660,3050,Falcon Fulfillment,USD,3.48,0,,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,ORD,60634,,MCI,66227,,4,,11.0000,OZS,10.4000,OZS,10.4000,OZS,10.4000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:14:31,2025-09-13 05:41:18,2025-09-22 17:15:22,2025-09-13 05:41:18,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035761,,UUS5996601816839071,660,3050,Falcon Fulfillment,USD,3.61,0,,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,ORD,60634,,IAH,77406,,5,,12.0000,OZS,12.0000,OZS,12.0000,OZS,12.0000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:05:06,2025-09-13 05:58:29,2025-09-22 17:15:22,2025-09-13 05:58:29,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035762,,UUS5996601816898081,660,3050,Falcon Fulfillment,USD,3.38,0,,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,ORD,60634,,SLC,84780,,6,,5.0000,OZS,4.8000,OZS,4.8000,OZS,4.8000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:14:21,2025-09-13 20:13:56,2025-09-22 17:15:22,2025-09-13 20:13:56,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035763,,UUS5996603816890525,660,3050,Falcon Fulfillment,USD,3.5,0,,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,ORD,60634,,MIA,33020,,6,,7.0000,OZS,6.4000,OZS,6.4000,OZS,6.4000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:00:47,2025-09-13 03:19:31,2025-09-22 17:15:22,2025-09-13 03:19:31,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035764,,UUS5996607816189920,660,3050,Falcon Fulfillment,USD,3.71,0,,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,ORD,60634,,MIA,33138,,6,,12.0000,OZS,11.2000,OZS,11.2000,OZS,11.2000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 20:57:15,2025-09-13 03:59:27,2025-09-22 17:15:22,2025-09-13 03:59:27,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035765,,UUS5996606816584598,660,3050,Falcon Fulfillment,USD,3.61,0,,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,ORD,60634,,OKC,73071,,5,,12.0000,OZS,11.2000,OZS,11.2000,OZS,11.2000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:05:39,2025-09-13 05:46:17,2025-09-22 17:15:22,2025-09-13 05:46:17,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035766,,UUS5996608816599429,660,3050,Falcon Fulfillment,USD,3.9,0,,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,ORD,60634,,TPA,33993,,6,,14.0000,OZS,13.6000,OZS,13.6000,OZS,13.6000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:14:35,2025-09-13 03:27:27,2025-09-22 17:15:22,2025-09-13 03:27:27,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035767,,UUS5996607816879974,660,3050,Falcon Fulfillment,USD,3.45,0,,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,ORD,60634,,MIA,33415,,6,,6.0000,OZS,5.6000,OZS,5.6000,OZS,5.6000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:11:23,2025-09-13 02:49:14,2025-09-22 17:15:22,2025-09-13 02:49:14,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035768,,UUS5996604816833716,660,3050,Falcon Fulfillment,USD,3.6,0,,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,ORD,60634,,SJC,95355,,7,,8.0000,OZS,7.2000,OZS,7.2000,OZS,7.2000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 20:57:01,2025-09-13 07:30:09,2025-09-22 17:15:22,2025-09-13 07:30:09,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035769,,UUS5996609816840265,660,3050,Falcon Fulfillment,USD,3.45,0,,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,ORD,60634,,DEN,80123,,5,,8.0000,OZS,7.2000,OZS,7.2000,OZS,7.2000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:11:30,2025-09-13 23:23:35,2025-09-22 17:15:22,2025-09-13 23:23:35,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035770,,UUS5996604816884777,660,3050,Falcon Fulfillment,USD,3.52,0,,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,ORD,60634,,LAX,92571,,7,,6.0000,OZS,5.6000,OZS,5.6000,OZS,5.6000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 20:58:32,2025-09-13 07:52:07,2025-09-22 17:15:22,2025-09-13 07:52:07,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035771,,UUS5996605816886285,660,3050,Falcon Fulfillment,USD,3.52,0,,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,ORD,60634,,PHX,85310,,7,,6.0000,OZS,5.6000,OZS,5.6000,OZS,5.6000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 20:58:16,2025-09-13 08:11:04,2025-09-22 17:15:22,2025-09-13 08:11:04,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035772,,UUS5996606816244943,660,3050,Falcon Fulfillment,USD,3.6,0,,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,ORD,60634,,LAX,91406,,7,,8.0000,OZS,8.0000,OZS,8.0000,OZS,8.0000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:14:15,2025-09-13 07:25:10,2025-09-22 17:15:22,2025-09-13 07:25:10,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035773,,UUS5996609816789806,660,3050,Falcon Fulfillment,USD,3.77,0,,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,ORD,60634,,LAX,91016,,7,,11.0000,OZS,10.4000,OZS,10.4000,OZS,10.4000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:14:18,2025-09-13 07:52:15,2025-09-22 17:15:22,2025-09-13 07:52:15,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035774,,UUS5996604816892924,660,3050,Falcon Fulfillment,USD,3.33,0,,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,ORD,60634,,DFW,76708,,5,,5.0000,OZS,4.8000,OZS,4.8000,OZS,4.8000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 20:56:20,2025-09-13 05:43:55,2025-09-22 17:15:22,2025-09-13 05:43:55,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035775,,UUS5996609816562981,660,3050,Falcon Fulfillment,USD,3.54,0,,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,ORD,60634,,IAH,77068,,5,,10.0000,OZS,9.6000,OZS,9.6000,OZS,9.6000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:14:44,2025-09-13 05:11:34,2025-09-22 17:15:22,2025-09-13 05:11:34,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035776,,UUS5996609816888739,660,3050,Falcon Fulfillment,USD,3.42,0,,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,ORD,60634,,SJC,94806,,8,,4.0000,OZS,3.2000,OZS,3.2000,OZS,3.2000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:14:15,2025-09-13 08:46:28,2025-09-22 17:15:22,2025-09-13 08:46:28,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035777,,UUS5996604816857712,660,3050,Falcon Fulfillment,USD,3.45,0,,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,ORD,60634,,DFW,76017,,5,,8.0000,OZS,7.2000,OZS,7.2000,OZS,7.2000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:14:08,2025-09-13 04:27:11,2025-09-22 17:15:22,2025-09-13 04:27:11,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035778,,UUS5996609816180749,660,3050,Falcon Fulfillment,USD,3.79,0,,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,ORD,60634,,JFK,11010,,5,,14.0000,OZS,13.6000,OZS,13.6000,OZS,13.6000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:05:35,2025-09-13 03:48:48,2025-09-22 17:15:22,2025-09-13 03:48:48,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035779,,UUS59A6602822644244,660,3050,Falcon Fulfillment,USD,3.27,0,,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,ORD,60634,,TYS,37931,,4,,5.0000,OZS,4.8000,OZS,4.8000,OZS,4.8000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-11 00:22:50,2025-09-13 04:53:56,2025-09-22 17:15:22,2025-09-13 04:53:56,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035780,,UUS5996609816895253,660,3050,Falcon Fulfillment,USD,3.57,0,,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,ORD,60634,,LAX,93306,,7,,7.0000,OZS,6.4000,OZS,6.4000,OZS,6.4000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:10:40,2025-09-13 07:19:08,2025-09-22 17:15:22,2025-09-13 07:19:08,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035781,,UUS5996608816891671,660,3050,Falcon Fulfillment,USD,3.42,0,,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,ORD,60634,,RIC,23114,,5,,7.0000,OZS,6.4000,OZS,6.4000,OZS,6.4000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 20:55:19,2025-09-13 04:10:18,2025-09-22 17:15:22,2025-09-13 04:10:18,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035782,,UUS5996600816841216,660,3050,Falcon Fulfillment,USD,3.49,0,,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,ORD,60634,,DCA,20902,,5,,9.0000,OZS,8.8000,OZS,8.8000,OZS,8.8000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:12:14,2025-09-13 03:36:17,2025-09-22 17:15:22,2025-09-13 03:36:17,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035783,,UUS5996609816795989,660,3050,Falcon Fulfillment,USD,3.8,0,,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,ORD,60634,,LAX,91360,,7,,12.0000,OZS,11.2000,OZS,11.2000,OZS,11.2000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:02:48,2025-09-13 07:36:56,2025-09-22 17:15:22,2025-09-13 07:36:56,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035784,,UUS59A6607821316817,660,3050,Falcon Fulfillment,USD,3.38,0,,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,ORD,60634,,ATL,30519,,4,,8.0000,OZS,8.0000,OZS,8.0000,OZS,8.0000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-11 00:25:20,2025-09-13 03:53:04,2025-09-22 17:15:22,2025-09-13 03:53:04,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035785,,UUS5996605816942613,660,3050,Falcon Fulfillment,USD,3.71,0,,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,ORD,60634,,SLC,84109,,6,,12.0000,OZS,11.6800,OZS,11.6800,OZS,11.6800,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 20:57:22,2025-09-13 23:39:42,2025-09-22 17:15:22,2025-09-13 23:39:42,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035786,,UUS5996606816619254,660,3050,Falcon Fulfillment,USD,3.9,0,,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,ORD,60634,,SJC,94110,,8,,12.0000,OZS,11.2000,OZS,11.2000,OZS,11.2000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 20:59:45,2025-09-13 06:48:26,2025-09-22 17:15:22,2025-09-13 06:48:26,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035787,,UUS5996605816582730,660,3050,Falcon Fulfillment,USD,3.7,0,,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,ORD,60634,,AUS,78734,,5,,13.0000,OZS,12.8000,OZS,12.8000,OZS,12.8000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 20:57:15,2025-09-13 05:24:50,2025-09-22 17:15:22,2025-09-13 05:24:50,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035788,,UUS5996606816618389,660,3050,Falcon Fulfillment,USD,3.58,0,,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,ORD,60634,,MIA,33178,,6,,9.0000,OZS,8.8000,OZS,8.8000,OZS,8.8000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:04:08,2025-09-13 03:33:56,2025-09-22 17:15:22,2025-09-13 03:33:56,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035789,,UUS5996603816864143,660,3050,Falcon Fulfillment,USD,3.8,0,,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,ORD,60634,,RNO,89509,,7,,12.0000,OZS,12.0000,OZS,12.0000,OZS,12.0000,OZS,No,,0.6186,LBS,9.8970,OZS,6.0000,5.0000,4.0000,IN,,2025-09-09 21:14:27,2025-09-13 07:50:03,2025-09-22 17:15:22,2025-09-13 07:50:03,,Ground Express
