shipment_order_id,shipment_created_date,label_id,label_legacy_id,account_id,shipment_id,order_id,box_id,box_name,status,tracking_number,alternate_tracking_id,order_number,order_account_id,carrier,shipping_name,shipping_method,cost,box_code,device_id,delivered,picked_up,refunded,needs_refund,profile,partner_fulfillment_id,full_size_to_print,packing_slip,warehouse,warehouse_id,insurance_amount,carrier_account_id,source,label_created_date,tracking_url,package_number,parcelview_url,tracking_status,in_shipping_container,shipping_container_id,dim_weight,dim_height,dim_width,dim_length
T3JkZXI6Nzk2NDk3Mjky,2026-04-13T16:03:58,U2hpcHBpbmdMYWJlbDo2MDMzNTQ0MTM=,603354413,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjE5MTgw,T3JkZXI6Nzk2NDk3Mjky,46874,S-POLY,valid,9200190380878200004850,9200190380878200004850,796497292,84868,usps_modern,Standard Shipping,USPS_GROUND_ADVANTAGE,5.29,02,shipping web,,,,,default,6158889648376,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T16:03:58,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004850,1,,UNKNOWN,False,,0.2200 lb,2.0000 inch,10.00 inch,12.00 inch
T3JkZXI6Nzk2ODE3Njcy,2026-04-13T16:33:19,U2hpcHBpbmdMYWJlbDo2MDMzOTAyNTU=,603390255,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjU3Mjkz,T3JkZXI6Nzk2ODE3Njcy,56814,L-POLY,valid,9234690380878200009192,9234690380878200009192,796817672,85157,usps_modern,Standard Shipping,USPS_GROUND_ADVANTAGE,9.06,02,shipping web,,,,,default,6092480250080,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T16:33:19,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009192,1,,UNKNOWN,False,,6.8131 lb,1.0000 inch,12.00 inch,20.00 inch
T3JkZXI6Nzk2NzcyNTUx,2026-04-13T16:36:26,U2hpcHBpbmdMYWJlbDo2MDMzOTM4OTY=,603393896,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjYxNDE0,T3JkZXI6Nzk2NzcyNTUx,46863,10X8X4,valid,9234690380878200009208,9234690380878200009208,796772551,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,8.65,02,bulk ship,,,,,default,6466569109695,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T16:36:26,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009208,1,,UNKNOWN,False,,2.0694 lb,4.0000 inch,8.00 inch,10.00 inch
T3JkZXI6Nzk3MTI3Nzkz,2026-04-13T16:38:05,U2hpcHBpbmdMYWJlbDo2MDMzOTU4NzI=,603395872,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjYzNDg2,T3JkZXI6Nzk3MTI3Nzkz,48204,POLY BUBBLE #2,valid,9234690380878200009215,9234690380878200009215,797127793,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,6.29,02,bulk ship,,,,,default,6466571698367,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T16:38:05,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009215,1,,UNKNOWN,False,,1.1394 lb,2.0000 inch,8.38 inch,10.75 inch
T3JkZXI6Nzk3MDgwNDYw,2026-04-13T16:41:34,U2hpcHBpbmdMYWJlbDo2MDMzOTkzNDk=,603399349,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjY3MTQ4,T3JkZXI6Nzk3MDgwNDYw,46863,10X8X4,valid,9234690380878200009222,9234690380878200009222,797080460,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,9.65,02,bulk ship,,,,,default,6466578579647,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T16:41:34,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009222,1,,UNKNOWN,False,,3.6200 lb,4.0000 inch,8.00 inch,10.00 inch
T3JkZXI6Nzk2NTM2NzE2,2026-04-13T16:41:34,U2hpcHBpbmdMYWJlbDo2MDMzOTkzNTA=,603399350,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjY3MTUw,T3JkZXI6Nzk2NTM2NzE2,46863,10X8X4,valid,9234690380878200009239,9234690380878200009239,796536716,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,7.52,02,bulk ship,,,,,default,6466578677951,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T16:41:34,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009239,1,,UNKNOWN,False,,3.6200 lb,4.0000 inch,8.00 inch,10.00 inch
T3JkZXI6Nzk3MDk0MTIy,2026-04-13T16:46:28,U2hpcHBpbmdMYWJlbDo2MDM0MDU4OTA=,603405890,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjczOTU1,T3JkZXI6Nzk3MDk0MTIy,48203,8X4X4,valid,9234690380878200009246,9234690380878200009246,797094122,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,7.31,02,bulk ship,,,,,default,6466591850687,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T16:46:28,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009246,1,,UNKNOWN,False,,2.2794 lb,4.0000 inch,4.00 inch,8.00 inch
T3JkZXI6Nzk2OTAzMzky,2026-04-13T16:46:29,U2hpcHBpbmdMYWJlbDo2MDM0MDU5MjE=,603405921,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjczOTg0,T3JkZXI6Nzk2OTAzMzky,48203,8X4X4,valid,9234690380878200009253,9234690380878200009253,796903392,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,8.10,02,bulk ship,,,,,default,6466592243903,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T16:46:29,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009253,1,,UNKNOWN,False,,2.2794 lb,4.0000 inch,4.00 inch,8.00 inch
T3JkZXI6Nzk2Mjc2MDU4,2026-04-13T16:49:59,U2hpcHBpbmdMYWJlbDo2MDM0MTAwNDA=,603410040,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjc4NDA0,T3JkZXI6Nzk2Mjc2MDU4,49983,POLY BUBBLE #1,valid,9200190380878200004867,9200190380878200004867,796276058,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,6.60,02,bulk ship,,,,,default,6466604040383,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T16:49:59,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004867,1,,UNKNOWN,False,,0.6300 lb,2.0000 inch,7.10 inch,10.70 inch
T3JkZXI6Nzk3MjM2NDk2,2026-04-13T16:55:10,U2hpcHBpbmdMYWJlbDo2MDM0MTU2Njg=,603415668,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjg0NTE4,T3JkZXI6Nzk3MjM2NDk2,48203,8X4X4,valid,9234690380878200009260,9234690380878200009260,797236496,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,8.10,02,bulk ship,,,,,default,6466620522687,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T16:55:10,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009260,1,,UNKNOWN,False,,2.2300 lb,4.0000 inch,4.00 inch,8.00 inch
T3JkZXI6Nzk2NzUxMDQw,2026-04-13T16:55:11,U2hpcHBpbmdMYWJlbDo2MDM0MTU2Nzc=,603415677,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjg0NTI3,T3JkZXI6Nzk2NzUxMDQw,48203,8X4X4,valid,9234690380878200009277,9234690380878200009277,796751040,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,8.10,02,bulk ship,,,,,default,6466620326079,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T16:55:11,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009277,1,,UNKNOWN,False,,2.2300 lb,4.0000 inch,4.00 inch,8.00 inch
T3JkZXI6Nzk2ODcyMjA2,2026-04-13T16:58:57,U2hpcHBpbmdMYWJlbDo2MDM0MTk2NDk=,603419649,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjg5NTUw,T3JkZXI6Nzk2ODcyMjA2,46875,M-POLY,valid,9234690380878200009284,9234690380878200009284,796872206,85157,usps_modern,Standard Shipping,USPS_GROUND_ADVANTAGE,7.57,02,shipping web,,,,,default,6092543164640,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T16:58:57,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009284,1,,UNKNOWN,False,,1.2775 lb,2.0000 inch,14.50 inch,16.00 inch
T3JkZXI6Nzk2OTQwOTIz,2026-04-13T17:01:53,U2hpcHBpbmdMYWJlbDo2MDM0MjMwODM=,603423083,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjkzMDky,T3JkZXI6Nzk2OTQwOTIz,56814,L-POLY,valid,9234690380878200009291,9234690380878200009291,796940923,85157,usps_modern,Standard Shipping,USPS_GROUND_ADVANTAGE,7.43,02,shipping web,,,,,default,6092551520480,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:01:53,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009291,1,,UNKNOWN,False,,3.1500 lb,1.0000 inch,12.00 inch,20.00 inch
T3JkZXI6Nzk2Mjc2MTAy,2026-04-13T17:02:28,U2hpcHBpbmdMYWJlbDo2MDM0MjM4ODM=,603423883,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjkzOTIx,T3JkZXI6Nzk2Mjc2MTAy,49983,POLY BUBBLE #1,valid,9200190380878200004874,9200190380878200004874,796276102,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,5.55,02,bulk ship,,,,,default,6466638708927,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T17:02:28,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004874,1,,UNKNOWN,False,,0.6700 lb,2.0000 inch,7.10 inch,10.70 inch
T3JkZXI6Nzk2Mjc2MTM5,2026-04-13T17:02:28,U2hpcHBpbmdMYWJlbDo2MDM0MjM4ODU=,603423885,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjkzOTIz,T3JkZXI6Nzk2Mjc2MTM5,49983,POLY BUBBLE #1,valid,9200190380878200004881,9200190380878200004881,796276139,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,6.60,02,bulk ship,,,,,default,6466638938303,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T17:02:28,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004881,1,,UNKNOWN,False,,0.6700 lb,2.0000 inch,7.10 inch,10.70 inch
T3JkZXI6Nzk2ODYxMzE4,2026-04-13T17:09:14,U2hpcHBpbmdMYWJlbDo2MDM0MzIwNDk=,603432049,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzAyNjU2,T3JkZXI6Nzk2ODYxMzE4,48203,8X4X4,valid,9234690380878200009314,9234690380878200009314,796861318,84983,usps_modern,$6.99 Standard shipping (3-5 days),USPS_GROUND_ADVANTAGE,8.83,02,bulk ship,,,,,default,6466657583295,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T17:09:14,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009314,1,,UNKNOWN,False,,2.0800 lb,4.0000 inch,4.00 inch,8.00 inch
T3JkZXI6Nzk2OTc4MjE1,2026-04-13T17:09:14,U2hpcHBpbmdMYWJlbDo2MDM0MzIwNTA=,603432050,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzAyNjU3,T3JkZXI6Nzk2OTc4MjE1,48203,8X4X4,valid,9234690380878200009307,9234690380878200009307,796978215,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,8.10,02,bulk ship,,,,,default,6466657648831,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T17:09:14,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009307,1,,UNKNOWN,False,,2.0800 lb,4.0000 inch,4.00 inch,8.00 inch
T3JkZXI6Nzk2NzY4MDE1,2026-04-13T17:18:40,U2hpcHBpbmdMYWJlbDo2MDM0NDE2NjI=,603441662,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzEzNTYz,T3JkZXI6Nzk2NzY4MDE1,46863,10X8X4,valid,9234690380878200009321,9234690380878200009321,796768015,84983,usps_modern,$6.99 Standard shipping (3-5 days),USPS_GROUND_ADVANTAGE,8.97,02,bulk ship,,,,,default,6466697724095,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T17:18:40,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009321,1,,UNKNOWN,False,,2.9400 lb,4.0000 inch,8.00 inch,10.00 inch
T3JkZXI6Nzk3MTM5NTU5,2026-04-13T17:18:40,U2hpcHBpbmdMYWJlbDo2MDM0NDE2Njc=,603441667,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzEzNTY4,T3JkZXI6Nzk3MTM5NTU5,46863,10X8X4,valid,9234690380878200009338,9234690380878200009338,797139559,84983,usps_modern,$6.99 Standard shipping (3-5 days),USPS_GROUND_ADVANTAGE,6.68,02,bulk ship,,,,,default,6466697658559,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T17:18:40,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009338,1,,UNKNOWN,False,,2.9400 lb,4.0000 inch,8.00 inch,10.00 inch
T3JkZXI6Nzk1ODc2Nzky,2026-04-13T17:23:30,U2hpcHBpbmdMYWJlbDo2MDM0NDY2NjE=,603446661,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzE4OTg3,T3JkZXI6Nzk1ODc2Nzky,49983,POLY BUBBLE #1,valid,9200190380878200004898,9200190380878200004898,795876792,84983,usps_modern,$4.99 Standard shipping (3-5 days),USPS_GROUND_ADVANTAGE,5.20,02,shipping web,,,,,default,6466722922687,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:23:30,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004898,1,,UNKNOWN,False,,0.2475 lb,2.0000 inch,7.10 inch,10.70 inch
T3JkZXI6Nzk1ODc2NDEz,2026-04-13T17:25:02,U2hpcHBpbmdMYWJlbDo2MDM0NDgwMzE=,603448031,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzIwNTI0,T3JkZXI6Nzk1ODc2NDEz,49983,POLY BUBBLE #1,valid,9200190380878200004904,9200190380878200004904,795876413,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,6.60,02,shipping web,,,,,default,6466730131647,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:25:02,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004904,1,,UNKNOWN,False,,0.6675 lb,2.0000 inch,7.10 inch,10.70 inch
T3JkZXI6Nzk1OTIxOTYy,2026-04-13T17:27:43,U2hpcHBpbmdMYWJlbDo2MDM0NTA1MzU=,603450535,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzIzMzQw,T3JkZXI6Nzk1OTIxOTYy,48203,8X4X4,valid,9234690380878200009345,9234690380878200009345,795921962,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,8.83,02,shipping web,,,,,default,6466750841023,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:27:43,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009345,1,,UNKNOWN,False,,2.1400 lb,4.0000 inch,4.00 inch,8.00 inch
T3JkZXI6Nzk3MTQ4OTI4,2026-04-13T17:28:15,U2hpcHBpbmdMYWJlbDo2MDM0NTExMzI=,603451132,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzIzOTgy,T3JkZXI6Nzk3MTQ4OTI4,46875,M-POLY,valid,9234690380878200009352,9234690380878200009352,797148928,84985,usps_modern,Economy,USPS_GROUND_ADVANTAGE,7.41,02,shipping web,,,,,default,6236915859734,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:28:15,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009352,1,,UNKNOWN,False,,2.0400 lb,2.0000 inch,14.50 inch,16.00 inch
T3JkZXI6Nzk2ODc4MjUx,2026-04-13T17:29:04,U2hpcHBpbmdMYWJlbDo2MDM0NTIxMTg=,603452118,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzI1MDI4,T3JkZXI6Nzk2ODc4MjUx,46875,M-POLY,valid,9234690380878200009369,9234690380878200009369,796878251,84985,usps_modern,Economy,USPS_GROUND_ADVANTAGE,7.41,02,shipping web,,,,,default,6236917498134,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:29:04,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009369,1,,UNKNOWN,False,,2.0400 lb,2.0000 inch,14.50 inch,16.00 inch
T3JkZXI6Nzk3MDM3NzMz,2026-04-13T17:29:08,U2hpcHBpbmdMYWJlbDo2MDM0NTIyMjY=,603452226,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzI1MTQx,T3JkZXI6Nzk3MDM3NzMz,46875,M-POLY,valid,9234690380878200009376,9234690380878200009376,797037733,84985,usps_modern,Economy,USPS_GROUND_ADVANTAGE,7.41,02,shipping web,,,,,default,6236917301526,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:29:09,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009376,1,,UNKNOWN,False,,2.0400 lb,2.0000 inch,14.50 inch,16.00 inch
T3JkZXI6Nzk2ODQ2NzEz,2026-04-13T17:29:31,U2hpcHBpbmdMYWJlbDo2MDM0NTI3NDE=,603452741,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzI1Njg1,T3JkZXI6Nzk2ODQ2NzEz,46875,M-POLY,valid,9234690380878200009383,9234690380878200009383,796846713,84985,usps_modern,Economy,USPS_GROUND_ADVANTAGE,7.41,02,shipping web,,,,,default,6236919365910,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:29:31,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009383,1,,UNKNOWN,False,,2.0400 lb,2.0000 inch,14.50 inch,16.00 inch
T3JkZXI6Nzk3MDY2MjIy,2026-04-13T17:29:47,U2hpcHBpbmdMYWJlbDo2MDM0NTMwNTI=,603453052,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzI2MDIz,T3JkZXI6Nzk3MDY2MjIy,46875,M-POLY,valid,9234690380878200009390,9234690380878200009390,797066222,84985,usps_modern,Economy,USPS_GROUND_ADVANTAGE,7.41,02,shipping web,,,,,default,6236919693590,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:29:47,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009390,1,,UNKNOWN,False,,2.0400 lb,2.0000 inch,14.50 inch,16.00 inch
T3JkZXI6Nzk1OTk3MzM5,2026-04-13T17:30:24,U2hpcHBpbmdMYWJlbDo2MDM0NTM3NjU=,603453765,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzI2Nzg5,T3JkZXI6Nzk1OTk3MzM5,48203,8X4X4,valid,9234690380878200009406,9234690380878200009406,795997339,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,6.50,02,shipping web,,,,,default,6466764505279,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:30:24,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009406,1,,UNKNOWN,False,,2.2200 lb,4.0000 inch,4.00 inch,8.00 inch
T3JkZXI6Nzk2MDQ4Mjg2,2026-04-13T17:31:51,U2hpcHBpbmdMYWJlbDo2MDM0NTU3NjI=,603455762,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzI4ODM1,T3JkZXI6Nzk2MDQ4Mjg2,49981,POLY BUBBLE #00,valid,9200190380878200004911,9200190380878200004911,796048286,84983,usps_modern,$6.99 Standard shipping (3-5 days),USPS_GROUND_ADVANTAGE,5.62,02,shipping web,,,,,default,6466768535743,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:31:51,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004911,1,,UNKNOWN,False,,0.4100 lb,2.0000 inch,4.80 inch,8.65 inch
T3JkZXI6Nzk2MjA0OTYw,2026-04-13T17:40:43,U2hpcHBpbmdMYWJlbDo2MDM0NjUxNTM=,603465153,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzM5MDI1,T3JkZXI6Nzk2MjA0OTYw,46863,10X8X4,valid,9234690380878200009413,9234690380878200009413,796204960,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,7.52,02,shipping web,,,,,default,6466804383935,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:40:43,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009413,1,,UNKNOWN,False,,2.0675 lb,4.0000 inch,8.00 inch,10.00 inch
T3JkZXI6Nzk3MDY3Nzcz,2026-04-13T17:40:49,U2hpcHBpbmdMYWJlbDo2MDM0NjUyNDM=,603465243,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzM5MTE3,T3JkZXI6Nzk3MDY3Nzcz,46874,S-POLY,valid,9200190380878200004928,9200190380878200004928,797067773,85157,usps_modern,Standard Shipping,USPS_GROUND_ADVANTAGE,5.45,02,shipping web,,,,,default,6092660900064,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:40:49,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004928,1,,UNKNOWN,False,,0.4575 lb,2.0000 inch,10.00 inch,12.00 inch
T3JkZXI6Nzk2MjAzNjMz,2026-04-13T17:41:57,U2hpcHBpbmdMYWJlbDo2MDM0NjYyODQ=,603466284,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzQwMjA5,T3JkZXI6Nzk2MjAzNjMz,46863,10X8X4,valid,9234690380878200009420,9234690380878200009420,796203633,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,6.68,02,shipping web,,,,,default,6466809004223,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:41:57,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009420,1,,UNKNOWN,False,,2.5700 lb,4.0000 inch,8.00 inch,10.00 inch
T3JkZXI6Nzk2MjAyMTI0,2026-04-13T17:42:56,U2hpcHBpbmdMYWJlbDo2MDM0NjcxNTk=,603467159,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzQxMTM5,T3JkZXI6Nzk2MjAyMTI0,46863,10X8X4,valid,9234690380878200009437,9234690380878200009437,796202124,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,8.65,02,shipping web,,,,,default,6466812379327,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:42:56,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009437,1,,UNKNOWN,False,,2.2400 lb,4.0000 inch,8.00 inch,10.00 inch
T3JkZXI6Nzk2MjE4NzE2,2026-04-13T17:43:38,U2hpcHBpbmdMYWJlbDo2MDM0Njc4MjQ=,603467824,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzQxODE5,T3JkZXI6Nzk2MjE4NzE2,49982,POLY BUBBLE #0,valid,9200190380878200004935,9200190380878200004935,796218716,84983,usps_modern,$6.99 Standard shipping (3-5 days),USPS_GROUND_ADVANTAGE,5.77,02,shipping web,,,,,default,6466814574783,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:43:38,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004935,1,,UNKNOWN,False,,0.4700 lb,2.0000 inch,5.80 inch,8.70 inch
T3JkZXI6Nzk2MjIxNjUz,2026-04-13T17:44:52,U2hpcHBpbmdMYWJlbDo2MDM0Njg4NzU=,603468875,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzQyOTkx,T3JkZXI6Nzk2MjIxNjUz,48203,8X4X4,valid,9234690380878200009444,9234690380878200009444,796221653,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,8.35,02,shipping web,,,,,default,6466817261759,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:44:52,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009444,1,,UNKNOWN,False,,2.2300 lb,4.0000 inch,4.00 inch,8.00 inch
T3JkZXI6Nzk2MjI0NDgx,2026-04-13T17:45:57,U2hpcHBpbmdMYWJlbDo2MDM0Njk4Mjk=,603469829,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzQzOTc4,T3JkZXI6Nzk2MjI0NDgx,48203,8X4X4,valid,9234690380878200009451,9234690380878200009451,796224481,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,8.83,02,shipping web,,,,,default,6466819883199,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:45:57,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009451,1,,UNKNOWN,False,,2.2794 lb,4.0000 inch,4.00 inch,8.00 inch
T3JkZXI6Nzk2MjQzMzcz,2026-04-13T17:47:57,U2hpcHBpbmdMYWJlbDo2MDM0NzE3Njk=,603471769,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMzQ2MDM2,T3JkZXI6Nzk2MjQzMzcz,48203,8X4X4,valid,9234690380878200009468,9234690380878200009468,796243373,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,7.86,02,shipping web,,,,,default,6466826305727,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T17:47:57,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009468,1,,UNKNOWN,False,,2.3300 lb,4.0000 inch,4.00 inch,8.00 inch
